Systematic ID	Length (nt)	Gene name	Strand	Start	End	Gene synonym	LT2 orthologue	14028 orthologue	ST4-74 orthologue	UK-1 orthologue	D23580 orthologue	EMBL product	Genbank product	Genbank note	PubMed ID
SL0995	687	gtgE	-	1098888	1099574		STM1055	STM14_1197	STM474_1047	STMUK_1024	STMMW_10681	bacteriophage encoded virulence factor	hypothetical protein		
SL0996	192	gtgF	-	1099845	1100036		STM1056	STM14_1198	STM474_1048	STMUK_1025	STMMW_10691	bacteriophage encoded virulence protein	MsgA-like protein		
SL0997	2613	pepN	+	1100463	1103075		STM1057	STM14_1199	STM474_1049	STMUK_1026	STMMW_10701	aminopeptidase N			
SL0998	1038	pyrD	+	1103256	1104293		STM1058	STM14_1200	STM474_1050	STMUK_1027	STMMW_10711	dihydroorotate dehydrogenase	dihydroorotate dehydrogenase 2	"catalyzes the conversion of dihydroorotate to orotate in the pyrimidine biosynthesis pathway; uses a flavin nucleotide as an essential cofactor; class 2 enzymes are monomeric and compared to the class 1 class 2 possess an extended N terminus, which plays a role in the membrane association of the enzyme and provides the binding site for the respiratory quinones that serve as physiological electron acceptors"	
SL0999	543	ycbW	+	1104459	1105001		STM1059	STM14_1202	STM474_1051	STMUK_1028	STMMW_10721	conserved hypothetical protein			
SL1000	1110		-	1104998	1106107		STM1060	STM14_1203	STM474_1052	STMUK_1029	STMMW_10731	conserved hypothetical protein			
SL1001	2109	rlmL	+	1106206	1108314	ycbY	STM1061	STM14_1204	STM474_1053	STMUK_1030	STMMW_10741	conserved hypothetical protein	23S rRNA m(2)G2445 methyltransferase	catalyzes the N2-methyl guanosine modification of the G2445 residue of 23S rRNA	
SL1002	1908	uup	+	1108327	1110234		STM1062	STM14_1205	STM474_1054	STMUK_1031	STMMW_10751	ABC transporter ATP-binding protein	ABC transporter ATPase	Uup; in E. coli this cytoplasmic protein was shown to contain ATPase activity; mutations in this gene affect RecA-independent excision of transposons and affects Mu bacteriophage growth	
SL1003	1254	pqiA	+	1110249	1111502		STM1063	STM14_1206	STM474_1055	STMUK_1032	STMMW_10761	hypothetical inner membrane protein			
SL1004	1641	pqiB	+	1111507	1113147		STM1064	STM14_1207	STM474_1056	STMUK_1033	STMMW_10771	hypothetical secreted protein			
SL1005	564	ymbA	+	1113144	1113707		STM1065	STM14_1208	STM474_1057	STMUK_1034	STMMW_10781	hypothetical lipoprotein			
SL1006	168	rmf	+	1113963	1114130		STM1066	STM14_1210	STM474_1058	STMUK_1035	STMMW_10791	ribosome modulation factor (protein E)		similar to E. coli ribosome modulation factor (AAC74039.1); involved in dimerization of 70S ribosomes	
SL1007	519	fabA	-	1114230	1114748		STM1067	STM14_1211	STM474_1059	STMUK_1036	STMMW_10801	D-3-hydroxydecanoyl-(acyl carrier-protein)	3-hydroxydecanoyl-ACP dehydratase	"catalyzes the dehydration of (3R)-3-hydroxydecanoyl-ACP to 2,3-decenoyl-ACP or 3,4-decenoyl-ACP"	
SL1008	1587	lonH	-	1114817	1116403		STM1068	STM14_1212	STM474_1060	STMUK_1037	STMMW_10811	conserved hypothetical protein		similar to E. coli ATP-dependent protease (AAC74041.1)	
SL1009	453	ycbG	+	1116763	1117215		STM1069	STM14_1213	STM474_1061	STMUK_1038	STMMW_10821	conserved hypothetical protein		similar to E. coli dehydrogenase (AAC74042.1)	
SL1010	1053	ompA	-	1117287	1118339		STM1070	STM14_1214	STM474_1062	STMUK_1039	STMMW_10831	outer membrane protein A		"OmpA is believed to be a porin, involved in diffusion of nonspecific small solutes across the outer membrane. It is the most abundant integral protein of the outer membrane of E. coli, and it is known to play a role as a phage receptor, a mediator of F-factor dependent conjugation, and in maintaining the structural shape of the outer membrane; 3a; II*; G; d"	
SL1011	510	sulA	-	1118696	1119205		STM1071	STM14_1215	STM474_1063	STMUK_1040	STMMW_10841	cell division inhibitor	SOS cell division inhibitor	suppressor of lon (SW:SULA_SALTY); inhibitor of cell division and FtsZ ring formation upon DNA damage/inhibition; HslVU and Lon involved in its turnover	
SL1012	606	sxy	+	1119422	1120027	yccR	STM1072	STM14_1217	STM474_1064	STMUK_1041	STMMW_10851	required for gene induction			17068078
SL1013	2154	yccS	-	1120014	1122167		STM1073	STM14_1218	STM474_1065	STMUK_1042	STMMW_10861	hypothetical membrane protein		efflux PET family	
SL1014	447	yccF	-	1122186	1122632		STM1074	STM14_1219	STM474_1066	STMUK_1043	STMMW_10871	hypothetical membrane protein	hypothetical protein		
SL1015	2055	helD	+	1122756	1124810		STM1075	STM14_1220	STM474_1067	STMUK_1044	STMMW_10881	helicase IV (75 kD helicase)		catalyzes the ATP-dependent unwinding of duplex DNA in the 3' to 5' direction with respect to the bound single strand	
SL1016	459	mgsA	-	1124846	1125304		STM1076	STM14_1221	STM474_1068	STMUK_1045	STMMW_10891	methylglyoxal synthase		catalyzes the formation of methylglyoxal from glycerone phosphate	
SL1017	663	yccT	-	1125399	1126061		STM1077	STM14_1222	STM474_1069	STMUK_1046	STMMW_10901	hypothetical secreted protein	hypothetical protein		
SL1018	417		+	1126232	1126648		STM1078	STM14_1223	STM474_1070	STMUK_1047	STMMW_10911	conserved hypothetical protein			
SL1019	318	yccV	-	1126693	1127010		STM1079	STM14_1224	STM474_1071	STMUK_1048	STMMW_10921	conserved hypothetical protein	heat shock protein HspQ		
SL1020	1212	yccW	-	1127068	1128279		STM1080	STM14_1225	STM474_1072	STMUK_1049	STMMW_10931	conserved hypothetical protein		similar to E. coli oxidoreductase (AAC74053.1)	
SL1021	549		+	1128494	1129042		STM1081	STM14_1226	STM474_1073	STMUK_1050	STMMW_10941	hypothetical exported protein			
SL1022	780		+	1129068	1129847		STM1082	STM14_1227	STM474_1074	STMUK_1051	STMMW_10951	hypothetical transcriptional regulator		similar to E. coli AraC-type regulatory protein (AAC73647.1); AraC family	
SL1023	282	yccX	+	1129896	1130177		STM1083	STM14_1228	STM474_1075	STMUK_1052	STMMW_10961	hypothetical acylphosphatase		catalyzes the hydrolysis of acylphosphate	
SL1024	330	yccK	-	1130174	1130503		STM1084	STM14_1229	STM474_1076	STMUK_1053	STMMW_10971	hypothetical protein in helD-serT intergenic region	sulfur transfer protein TusE	transfers sulfur from TusBCD complex to MnmA; involved in thiouridation of U34 position of some tRNAs	
SL1025	579	yccA	-	1130590	1131168		STM1085	STM14_1230	STM474_1077	STMUK_1054	STMMW_10981	hypothetical membrane protein	hypothetical protein	similar to E. coli carrier/transport protein (AAC74056.1); TegT family	
SL1026	681	pipA	-	1131870	1132550		STM1087	STM14_1232	STM474_1079	STMUK_1056	STMMW_10991	conserved hypothetical protein	pathogenicity island-encoded protein A	similar to Gifsy prophage protein GtgA; GogA (STM1026)	
SL1027	876	pipB	-	1132772	1133647		STM1088	STM14_1233	STM474_1080	STMUK_1057	STMMW_11001	"Type III secretion system effector protein, homologous to pipB2, required for colonisation in chicks and for inducing the inflammatory response in the bovine ligated ileal loop model of infection"	secreted effector protein	pathogenicity island-encoded protein B; similar to STM2780; secreted by SPI-2; type III secretion; localizes to Salmonella-containing vacuole and host cell membranes	15522082; 9723926 
SL1028	327		+	1133859	1134185		STM1089	STM14_1235	STM474_1081	STMUK_1058	STMMW_11011	conserved hypothetical inner membrane protein			
SL1029	342	pipC	-	1134195	1134536		STM1090	STM14_1236	STM474_1082	STMUK_1059	STMMW_11021	cell invasion protein	pathogenicity island-encoded protein C	similar to ipgE of Shigella; invasion gene E protein (gi|2582386); similar to type III secretion chaperones SigE and CesT	
SL1030	1686	sopB	-	1134553	1136238	sigD	STM1091	STM14_1237	STM474_1083	STMUK_1060	STMMW_11031	"Type III secretion system effector protein. Activates Cdc42, RhoG, AktA and chloride secretion through its inositol phosphatase activity and disrupts tight junctions"	secreted effector protein	SigD; Salmonella outer protein B; similar to ipgD of Shigella; invasion gene D protein (gi|2582385); secreted by SPI-1; type III secretion	10978351
SL1031	171	orfX	+	1136570	1136740		STM1092	STM14_1238	STM474_1084	STMUK_1061		conserved hypothetical protein			
SL1032	111		-	1136741	1136851		STM1093	STM14_1239	STM474_1085	STMUK_1062		hypothetical protein			
SL1033	1470	pipD	-	1136960	1138429		STM1094	STM14_1240	STM474_1086	STMUK_1063	STMMW_11041	hypothetical secreted peptidase	pathogenicity island-encoded protein D	similar to dipeptidase A	
SL1034	1365	copS	-	1138602	1139966		STM1095	STM14_1241	STM474_1087	STMUK_1064	STMMW_11051	histidine kinase	copper resistance protein	histidine kinase; similar to E. coli 2-component sensor protein (AAC75034.1)	
SL1035	747	copR	-	1139959	1140705		STM1096	STM14_1242	STM474_1088	STMUK_1065	STMMW_11061	response regulator	transcriptional regulatory protein YedW	induced by CusR in the presence of copper; YedW induces the expression of the upstream gene yedV (encoding a sensor kinase) as well as yedW; yedVW is one of four copper regulons found in E. coli; part of the copper homeostasis mechanism; confers resistance to copper and several drugs when induced	
SL1036	411		+	1140775	1141185		STM1097	STM14_1243	STM474_1089	STMUK_1066	STMMW_11071	hypothetical exported protein	hypothetical protein	periplasmic protein	
SL1037	513	hpaC	-	1141518	1142030		STM1098	STM14_1246	STM474_1090	STMUK_1067	STMMW_11081	4-hydroxyphenylacetate 3-monooxygenase coupling protein			
SL1038	1563	hpaB	-	1142048	1143610		STM1099	STM14_1247	STM474_1091	STMUK_1068	STMMW_11091	4-hydroxyphenylacetate 3-monooxygenase			
SL1039	441	hpaR	-	1143828	1144268		STM1100	STM14_1248	STM474_1092	STMUK_1069	STMMW_11101	homoprotocatechuate degradative operon repressor			
SL1040	1290	hpaG	+	1144543	1145832		STM1101	STM14_1250	STM474_1093	STMUK_1070	STMMW_11111	4-hydroxyphenylacetate degradation bifunctional isomerase decarboxylase		similar to E. coli isomerase (AAC74264.1)	
SL1041	1467	hpaE	+	1145829	1147295	hpcC	STM1102	STM14_1251	STM474_1094	STMUK_1071	STMMW_11121	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (ec 1.2.1.-) (chms dehydrogenase)		similar to E. coli aldehyde dehydrogenase; prefers NADP over NAD (AAC74382.1)	
SL1042	852	hpaD	+	1147297	1148148	hpcB	STM1103	STM14_1252	STM474_1095	STMUK_1072	STMMW_11131	"3,4-dihydroxyphenylacetate 2,3-dioxygenase"			
SL1043	381	hpaF	+	1148158	1148538	hpcD	STM1104	STM14_1253	STM474_1096	STMUK_1073	STMMW_11141	5-carboxymethyl-2-hydroxymuconate delta-isomerase			
SL1044	804	hpaH	+	1148681	1149484	hpcG	STM1105	STM14_1255	STM474_1097	STMUK_1074	STMMW_11151	"2-oxo-hepta-3-ene-1,7-dioic acid hydratase"			
SL1045	792	hpaI	+	1149495	1150286		STM1106	STM14_1256	STM474_1098	STMUK_1075	STMMW_11161	"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"			
SL1046	1377	hpaX	+	1150358	1151734		STM1107	STM14_1257	STM474_1099	STMUK_1076	STMMW_11171	hypothetical 4-hydroxyphenylacetate permease		similar to E. coli transport protein (AAC75306.1)	
SL1047	897	hpaA	+	1151744	1152640		STM1108	STM14_1258	STM474_1100	STMUK_1077	STMMW_11181	4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein		similar to E. coli AraC-type regulatory protein (AAC74766.1)	
SL1048	918		+	1152675	1153592		STM1109	STM14_1259	STM474_1101	STMUK_1078	STMMW_11191	hypothetical protein			
SL1049	363		-	1154000	1154362		STM1110	STM14_1261	STM474_1102	STMUK_1079	STMMW_11201	conserved hypothetical protein			
SL1050	306	yccD	-	1155016	1155321		STM1111	STM14_1263	STM474_1104	STMUK_1080	STMMW_11211	conserved hypothetical protein	chaperone-modulator protein CbpM	with CpbA modulates the activity of the dnaK chaperone system; interacts with CbpA and inhibits both the DnaJ-like co-chaperone activity and the DNA binding activity of CbpA	
SL1051	921	cbpA	-	1155321	1156241		STM1112	STM14_1264	STM474_1105	STMUK_1081	STMMW_11221	curved DNA-binding protein	curved DNA-binding protein CbpA	"functional analog of DnaJ; co-chaperone with DnaK, molecular chaperone in an adaptive response to environmental stresses other than heat shock"	
SL1052	363	scsA	+	1156476	1156838		STM1113	STM14_1266	STM474_1106	STMUK_1082	STMMW_11240	"membrane protein, suppressor for copper-sensitivity A"	suppression of copper sensitivity protein A	suppressor for copper-sensitivity A (gi|2327003); copper binding protein	
SL1053	1887	scsB	+	1156887	1158773		STM1114	STM14_1267	STM474_1107	STMUK_1083	STMMW_11241	"membrane protein, suppressor for copper-sensitivity B precursor"		suppressor for copper-sensitivity B (gi|2327004); suppression of copper sensitivity	
SL1054	624	scsC	+	1158770	1159393		STM1115	STM14_1268	STM474_1108	STMUK_1084	STMMW_11251	"secreted protein, suppressor for copper-sensitivity C precursor"		suppressor for copper-sensitivity C (gi|2327005); suppression of copper sensitivity	
SL1055	507	scsD	+	1159383	1159889		STM1116	STM14_1269	STM474_1109	STMUK_1085	STMMW_11261	"secreted protein, suppressor for copper-sensitivity D"		suppressor for copper-sensitivity D (gi|2327006); suppression of copper sensitivity	
SL1056	1242	agp	+	1160022	1161263		STM1117	STM14_1270	STM474_1110	STMUK_1086	STMMW_11271	"glucose-1-phosphatase precursor (G1Pase), secreted"	glucose-1-phosphatase/inositol phosphatase	glucose-1-phosphatase precursor (SW:AGP_SALTY)	
SL1057	228	yccJ	-	1161297	1161524		STM1118	STM14_1271	STM474_1111	STMUK_1087	STMMW_11281	conserved hypothetical protein			
SL1058	597	wrbA	-	1161545	1162141	wraB	STM1119	STM14_1272	STM474_1112	STMUK_1088	STMMW_11291	trp repressor binding protein	TrpR binding protein WrbA	stationary phase protein that binds TrpR repressor	
SL1059	168	ymdF	+	1162526	1162693		STM1121	STM14_1275	STM474_1114	STMUK_1089	STMMW_11301	conserved hypothetical protein			
SL1060	639	ycdC	+	1162830	1163468		STM1122	STM14_1276	STM474_1116	STMUK_1090	STMMW_11311	hypothetical transcriptional regulator		similar to E. coli tet operon regulator (AAC74098.1); TetR/AcrR family	
SL1061	396		-	1163465	1163860		STM1123	STM14_1277	STM474_1117	STMUK_1091	STMMW_11321	hypothetical secreted protein	hypothetical protein		
SL1062	3963	putA	-	1163919	1167881		STM1124	-	STM474_1118	STMUK_1092	STMMW_11331	proline dehydrogenase (proline oxidase)			
SL1063	1509	putP	+	1168303	1169811		STM1125	STM14_1281	STM474_1119	STMUK_1093	STMMW_11341	sodium/proline symporter (proline permease)		sodium/proline symporter proline permease (SW:PUTP_SALTY); SSS family	
SL1064	855	phoH	+	1170638	1171492		STM1126	-	-	STMUK_1094	STMMW_11351	PhoH protein (phosphate starvation-inducible protein PsiH)			
SL1065	882		-	1171598	1172479		STM1127	STM14_1285	STM474_1121	STMUK_1095	STMMW_11361	hypothetical transcriptional regulator			
SL1066	1497		-	1172764	1174260		STM1128	STM14_1287	STM474_1122	STMUK_1096	STMMW_11371	hypothetical sodium/glucose cotransporter		similar to E. coli cotransporter (AAC76702.1)	
SL1067	681		-	1174597	1175277		STM1129	STM14_1290	STM474_1123	STMUK_1097	STMMW_11381	conserved hypothetical protein	N-acetylmannosamine-6-phosphate 2-epimerase	Converts N-acetylmannosamine-6-phosphate to N-acetylglucosamine-6-phosphate	
SL1068	1161		+	1175783	1176943		STM1130	STM14_1293	STM474_1124	STMUK_1098	STMMW_11391	conserved hypothetical protein	N-acetylneuraminic acid mutarotase		
SL1069	693		+	1176989	1177681		STM1131	STM14_1294	STM474_1125	STMUK_1099	STMMW_11401	hypothetical secreted protein			
SL1070	1281		+	1177964	1179244		STM1132	STM14_1295	STM474_1126	STMUK_1100	STMMW_11411	hypothetical transporter	sialic acid transporter	similar to E. coli transport protein (AAC77235.1)	
SL1071	1107		+	1179255	1180361		STM1133	STM14_1296	STM474_1127	STMUK_1101	STMMW_11421	hypothetical oxidoreductase		similar to E. coli dehydrogenase (AAC77236.1)	
SL1072	939	ycdW	+	1181205	1182143		STM1135	STM14_1299	STM474_1130	STMUK_1103	STMMW_11431	hypothetical 2-hydroxyacid dehydrogenase in phoh-csgg intergenic region		similar to E. coli dehydrogenase (AAC74117.1)	
SL1073	738	ycdX	+	1182228	1182965		STM1136	STM14_1300	STM474_1131	STMUK_1104	STMMW_11441	conserved hypothetical protein	hydrolase	similar to hydrolases of the PHP family	
SL1074	555	ycdY	+	1182989	1183543		STM1137	STM14_1301	STM474_1132	STMUK_1105	STMMW_11451	conserved hypothetical protein		similar to E. coli oxidoreductase component (AAC74119.1)	
SL1075	474	ycdZ	+	1183653	1184126		STM1138	STM14_1302	STM474_1133	STMUK_1106	STMMW_11461	hypothetical membrane protein		hypothetical protein in phoH-csgG intergenic region (SW:YCDZ_SALTY)	
SL1076	747	csgG	-	1184165	1184911		STM1139	STM14_1303	STM474_1134	STMUK_1107	STMMW_11471	assembly/transport component in curli production	curli operon transcriptional regulator	curli production assembly/transport component CsgG precursor (SW:CSGG_SALTY)	
SL1077	417	csgF	-	1185025	1185441		STM1140	STM14_1304	STM474_1135	STMUK_1108	STMMW_11481	assembly/transport component in curli production	curli assembly protein CsgF	nucleator protein that participates in the polymerization of curlin (CsgA) subunits into curli (extracellular fibers from E. and Salmonella spp. that are involved in the colonization of inert surfaces and biofilm formation); part of the curli secretion and assembly protein complex	
SL1078	396	csgE	-	1185468	1185863		STM1141	STM14_1305	STM474_1136	STMUK_1109	STMMW_11491	assembly/transport component in curli production	curli assembly protein CsgE	chaperone-like protein that participates in the polymerization of curlin (CsgA) subunits into curli (extracellular fibers from E. and Salmonella spp. that are involved in the colonization of inert surfaces and biofilm formation); part of the curli secretion and assembly protein complex	
SL1079	651	csgD	-	1185868	1186518		STM1142	STM14_1306	STM474_1137	STMUK_1110	STMMW_11501	csg operon transcriptional regulator protein	DNA-binding transcriptional regulator CsgD	activates the csgBA and csgDEFG operons involved in biofilm formation	
